title,winery,millesime,designation,variety,country,province,region_1,region_2,price,points,description,taster_name,taster_twitter_handle,clean
Domaine Jacques Prieur 2020 Grèves Premier Cru  (Beaune),Domaine Jacques Prieur,2020.0,Grèves Premier Cru,Chardonnay,France,Burgundy,Beaune,,61.0,90,"Young vines, planted in 2011, give a fresh, fruity wine with attractive citrus and zingy orange flavors. It is ripe and deliciously perfumed with a touch of minerality and saltiness. Drink from 2023.",Roger Voss,@vossroger,young vine plant 2011 give fresh fruity wine attractive citrus zingy orange flavor ripe deliciously perfume touch minerality saltiness drink 2023
Louis Jadot 2020 Clos des Ursules Premier Cru  (Beaune),Louis Jadot,2020.0,Clos des Ursules Premier Cru,Pinot Noir,France,Burgundy,Beaune,,58.0,94,"This dense and structured wine comes from a small walled vineyard within the larger Les Vignes Franches premier cru, partially owned by Louis Jadot. Robust tannins frame its rich, juicy black fruit, showing potential for long aging. Drink from 2024.",Roger Voss,@vossroger,dense structure wine come small walled vineyard within large les vigne franche premier cru partially own louis jadot robust tannin frame rich juicy black fruit show potential long aging drink 2024
Joseph Drouhin 2014 Clos des Mouches Premier Cru  (Beaune),Joseph Drouhin,2014.0,Clos des Mouches Premier Cru,Pinot Noir,France,Burgundy,Beaune,,91.0,94,"The aromas of smoky new wood follow through to the wood flavors on the palate. However, it's the powerful sweet black cherry and red berry fruit flavors, layered with fruit tannins and acidity, that are driving this impressive wine. For aging at least six years.",Roger Voss,@vossroger,aroma smoky new wood follow wood flavor palate however powerful sweet black cherry red berry fruit flavor layer fruit tannin acidity drive impressive wine age least six year
Bouchard Aîné & Fils 2011 Les Marconnets Premier Cru  (Beaune),Bouchard Aîné & Fils,2011.0,Les Marconnets Premier Cru,Pinot Noir,France,Burgundy,Beaune,,54.0,89,"Typical Beaune in its round, soft character. If the tannins are not particularly powerful, it still shows a generous nature, with super-ripe fruits supported by some dryness. The finish is jammy, ripe, a salad of red berries.",Roger Voss,@vossroger,typical beaune round soft character tannin particularly powerful still show generous nature superripe fruit support dryness finish jammy ripe salad red berry
Albert Morot 2018 Cent-Vignes Premier Cru  (Beaune),Albert Morot,2018.0,Cent-Vignes Premier Cru,Pinot Noir,France,Burgundy,Beaune,,51.0,91,"This is an austere wine, packed with tannins and tight acidity. The red fruits are right at the back behind the firm structure. A mineral character supports the dusty texture and suggests long-term aging. Drink from 2022.",Roger Voss,@vossroger,austere wine pack tannin tight acidity red fruit right back behind firm structure mineral character support dusty texture suggest longterm age drink 2022
Domaine Jacques Prieur 2015 Champs Pimont Premier Cru  (Beaune),Domaine Jacques Prieur,2015.0,Champs Pimont Premier Cru,Chardonnay,France,Burgundy,Beaune,,66.0,87,"This is rounded and soft, with wood and spice flavors. There's an intriguing touch of ginger, along with a salty, mineral character.",Roger Voss,@vossroger,round soft wood spice flavor there s intriguing touch ginger along salty mineral character
Bouchard Père & Fils 2011 Beaune du Château Premier Cru  (Beaune),Bouchard Père & Fils,2011.0,Beaune du Château Premier Cru,Chardonnay,France,Burgundy,Beaune,,60.0,92,"This ripe, almond- and pear-flavored wine has a fine balancing structure of green fruit skins. It's certainly rich, but it also has elegance, restraining its exuberance through the finishing acidity, which promises 5–7 years' aging.",Roger Voss,@vossroger,ripe almond pearflavored wine fine balance structure green fruit skin certainly rich also elegance restrain exuberance finish acidity promise 5–7 year age
Domaine Chanson 2017 Clos des Fèves Premier Cru  (Beaune),Domaine Chanson,2017.0,Clos des Fèves Premier Cru,Pinot Noir,France,Burgundy,Beaune,,80.0,94,"A specialty of Chanson, this small premier cru gives a perfumed, dark and tannic wine. The dense, firm structure gives a dramatic base to the ripe black fruits, balanced acidity and a touch of wood that smoothes the wine. Drink from 2022.",Roger Voss,@vossroger,specialty chanson small premier cru gives perfume dark tannic wine dense firm structure give dramatic base ripe black fruit balanced acidity touch wood smooth wine drink 2022
Domaine Champy 2016 Vieilles Vignes  (Beaune),Domaine Champy,2016.0,Vieilles Vignes,Pinot Noir,France,Burgundy,Beaune,,,87,"While this shows the concentration of the vines that were planted in the 1940s, it also has a tight, lean quality and considerable acidity. Its fruit is still subdued by the structure, and it needs 3–4 years to become round.",Roger Voss,@vossroger,show concentration vine plant 1940 also tight lean quality considerable acidity fruit still subdue structure need 3–4 year become round
Bouchard Père & Fils 2012 Clos Saint-Landry Premier Cru  (Beaune),Bouchard Père & Fils,2012.0,Clos Saint-Landry Premier Cru,Chardonnay,France,Burgundy,Beaune,,,92,"Coming from a small 5-acre clos owned entirely by Bouchard Père, this a ripe wine, with wood dominating the aromas, but then allowing its spicy character to be balanced by delicious, crisp but ripe pear flavors. It is a rounded wine, offering full Chardonnay, kept in check by acidity.",Roger Voss,@vossroger,come small 5acre clo own entirely bouchard père ripe wine wood dominate aroma allow spicy character balanced delicious crisp ripe pear flavor round wine offer full chardonnay keep check acidity
Château de Santenay 2020 Montée Rouge Premier Cru  (Beaune),Château de Santenay,2020.0,Montée Rouge Premier Cru,Pinot Noir,France,Burgundy,Beaune,,39.0,92,"Named after the red soil of the vineyard, this wine is rich and full of generous red fruits. They are cut with the acidity of the vintage to give a crisp edge to this full-bodied wine. Spice and hedgerow fruits finish a wine that still needs to develop. Drink from 2024.",Roger Voss,@vossroger,name red soil vineyard wine rich full generous red fruit cut acidity vintage give crisp edge fullbodie wine spice hedgerow fruit finish wine still need develop drink 2024
Maison Champy 2020 Premier Cru  (Beaune),Maison Champy,2020.0,Premier Cru,Pinot Noir,France,Burgundy,Beaune,,41.0,92,"Still quite closed, this is a firm wine with all its tight tannins still in place. It's dry at this stage, although the fruit is going to develop well. Acidity and a hint of perfumed red-berry flavors promise a good future. Drink from 2024.",Roger Voss,@vossroger,still quite closed firm wine tight tannin still place dry stage although fruit going develop well acidity hint perfume redberry flavor promise good future drink 2024
Louis Jadot 2018 Aux Cras Premier Cru  (Beaune),Louis Jadot,2018.0,Aux Cras Premier Cru,Pinot Noir,France,Burgundy,Beaune,,62.0,93,"Full with dusty tannins from the intensely rocky Aux Cras vineyard, this wine offers rich and rounded fruits. Red berries come through strongly, offering an initially fruit-driven wine that then opens out into one that is dense, very structured and with aging potential. Drink this terroir-driven wine from 2022.",Roger Voss,@vossroger,full dusty tannin intensely rocky aux cras vineyard wine offer rich rounded fruit red berry come strongly offer initially fruitdriven wine open one dense structure age potential drink terroirdriven wine 2022
Albert Morot 2018 Teurons Premier Cru  (Beaune),Albert Morot,2018.0,Teurons Premier Cru,Pinot Noir,France,Burgundy,Beaune,,58.0,93,"Smoky aromas add to the red fruits and manifest themselves on the palate as the spicy, toasty wood aging. The fruits are still developing, a series of rich berries and currants that will be ripe and generous. For the moment, the dry tannins dominate, so give this wine until 2022.",Roger Voss,@vossroger,smoky aroma add red fruit manifest palate spicy toasty wood age fruit still develop series rich berry currant ripe generous moment dry tannin dominate give wine 2022
Bouchard Père & Fils 2011 Beaune du Château Premier Cru  (Beaune),Bouchard Père & Fils,2011.0,Beaune du Château Premier Cru,Pinot Noir,France,Burgundy,Beaune,,63.0,94,"From Bouchard's home vineyard, this is one of their signature wines. In 2009, it has produced a luscious, fruity wine whose richness is only a part of its wonderful floating character. The ripeness of the wine is matched by its structure, which promises considerable aging.",Roger Voss,@vossroger,bouchard home vineyard one signature wine 2009 produce luscious fruity wine whose richness part wonderful float character ripeness wine match structure promise considerable aging
Alex Gambal 2017 Les Grèves Premier Cru  (Beaune),Alex Gambal,2017.0,Les Grèves Premier Cru,Pinot Noir,France,Burgundy,Beaune,,52.0,92,"This solid, bold wine has a velvet texture. Black fruits are rounded with a generous texture, although a firmer, tannic character waits in the background. It is structured and elegant. Drink from 2021.",Roger Voss,@vossroger,solid bold wine velvet texture black fruit round generous texture although firm tannic character wait background structure elegant drink 2021
Bouchard Père & Fils 2013 Marconnets Premier Cru  (Beaune),Bouchard Père & Fils,2013.0,Marconnets Premier Cru,Pinot Noir,France,Burgundy,Beaune,,54.0,88,"A wine that reflects the relative lightness of the reds in this vintage. It has a layer of tannins, but they don't suggest aging; they are more a base for the attractive raspberry and red plum flavor, freshened by the acidity.",Roger Voss,@vossroger,wine reflect relative lightness red vintage layer tannin do not suggest age base attractive raspberry red plum flavor freshen acidity
Bouchard Père & Fils 2013 Beaune du Château Premier Cru  (Beaune),Bouchard Père & Fils,2013.0,Beaune du Château Premier Cru,Pinot Noir,France,Burgundy,Beaune,,42.0,88,"A smooth, perfumed wine, with an initial barnyard character that then softens into red fruits and soft tannins. Relatively light, going more for juiciness than weight.",Roger Voss,@vossroger,smooth perfume wine initial barnyard character soften red fruit soft tannin relatively light go juiciness weight
Chanson Père et Fils 2019 Bastion Premier Cru  (Beaune),Chanson Père et Fils,2019.0,Bastion Premier Cru,Chardonnay,France,Burgundy,Beaune,,43.0,90,"Aromas of this wine show considerable wood. On the palate, the wood is very present, giving acidity as well as layers of toast and spice. Hints of yellow fruit show through, suggesting the possibility of a ripe, rich wine in the future. Drink from 2023.",Roger Voss,@vossroger,aromas wine show considerable wood palate wood present give acidity well layers toast spice hint yellow fruit show suggest possibility ripe rich wine future drink 2023
Louis Latour 2021 Perrières Premier Cru  (Beaune),Louis Latour,2021.0,Perrières Premier Cru,Pinot Noir,France,Burgundy,Beaune,,47.0,93,"Among the most northerly of the run of Beaune premier crus, the wine is structured but the structure is cushioned by the ripe red-berry fruits to give a generous wine. Backed by tannins, the wine will age well. Drink from 2022.",Roger Voss,@vossroger,among northerly run beaune premier crus wine structure structure cushion ripe redberry fruit give generous wine back tannin wine age well drink 2022
Maison Champy 2021 Aux Cras Premier Cru  (Beaune),Maison Champy,2021.0,Aux Cras Premier Cru,Pinot Noir,France,Burgundy,Beaune,,38.0,93,"A firmly structured wine, solid with tannins and with structure. The wine is also full of fruit potential, ripe with red berries. It is dense wine that needs to age. Drink from 2025.",Roger Voss,@vossroger,firmly structure wine solid tannin structure wine also full fruit potential ripe red berry dense wine need age drink 2025
Meurgey-Croses 2021 Domaine Clos de la Chapelle Champs Pimont Premier Cru  (Beaune),Meurgey-Croses,2021.0,Domaine Clos de la Chapelle Champs Pimont Premier Cru,Pinot Noir,France,Burgundy,Beaune,,39.0,93,"This is a structured wine, dark and firm as tannins meld with the ripe berry fruits. It has the weight to have great potential. The wine, with its concentration and dense tannins, will be ready to drink from 2025.",Roger Voss,@vossroger,structure wine dark firm tannin meld ripe berry fruit weight great potential wine concentration dense tannin ready drink 2025
Seguin-Manuel 2020 Les Bressandes Premier Cru  (Beaune),Seguin-Manuel,2020.0,Les Bressandes Premier Cru,Pinot Noir,France,Burgundy,Beaune,,41.0,92,"Perfumed and juicy, this is already an attractive wine. Fine tannins and plenty of red fruits give a fresh and structured character. With a firmer background, it will develop well. Drink from 2024.",Roger Voss,@vossroger,perfume juicy already attractive wine fine tannin plenty red fruit give fresh structured character firm background develop well drink 2024
Domaine Jean Monnier et Fils 2017 Montrevenots Premier Cru  (Beaune),Domaine Jean Monnier et Fils,2017.0,Montrevenots Premier Cru,Pinot Noir,France,Burgundy,Beaune,,36.0,90,"This is an elegant, smooth wine that draws out the freshness of the vintage as much as the fruitiness. It has ripe, soft tannins, juicy red-fruit flavors and an intriguing smokiness. With acidity holding the wine in check, it should age well. Drink from 2021.",Roger Voss,@vossroger,elegant smooth wine draw freshness vintage much fruitiness ripe soft tannin juicy redfruit flavor intrigue smokiness acidity hold wine check age well drink 2021
Jean-Luc and Paul Aegerter 2021 Les Reversées Premier Cru  (Beaune),Jean-Luc and Paul Aegerter,2021.0,Les Reversées Premier Cru,Chardonnay,France,Burgundy,Beaune,,34.0,90,"This ripe, wood-aged wine is generous and smooth. Spice and toastiness are balanced by the apricot and citrus fruits. One gives richness, the other crispness. It is a wine with a future. Drink from 2024.",Roger Voss,@vossroger,ripe woodage wine generous smooth spice toastiness balance apricot citrus fruit one give richness crispness wine future drink 2024
Chanson Père et Fils 2019 Clos des Fèves Premier Cru  (Beaune),Chanson Père et Fils,2019.0,Clos des Fèves Premier Cru,Pinot Noir,France,Burgundy,Beaune,,75.0,94,"This wine comes from a vineyard that is wholly owned by Chanson. It is juicy, ripe while having a great, straight line of acidity. The red-berry fruits are still developing and coming through the firm, smoky dark tannins. The wine, with its spicy aftertaste, will be ready to drink from 2024.",Roger Voss,@vossroger,wine come vineyard wholly own chanson juicy ripe great straight line acidity redberry fruit still develop come firm smoky dark tannin wine spicy aftertaste ready drink 2024
Domaine de la Vougeraie 2020 Les Grèves Premier Cru  (Beaune),Domaine de la Vougeraie,2020.0,Les Grèves Premier Cru,Pinot Noir,France,Burgundy,Beaune,,,91,"This fresh, fruity wine also has a core of smoky tannins. It is both structured and offers plenty of bright red fruits. The wine is crisp, ripe with a dry core. Drink from 2024.",Roger Voss,@vossroger,fresh fruity wine also core smoky tannin structure offer plenty bright red fruit wine crisp ripe dry core drink 2024
Domaine Arnoux Père et Fils 2020 En Genêt Premier Cru  (Beaune),Domaine Arnoux Père et Fils,2020.0,En Genêt Premier Cru,Pinot Noir,France,Burgundy,Beaune,,39.0,91,"This two-acre premier cru situated north of Beaune city gives smooth and rich wines. This bottling shows the acidity of the vintage while also having a full, round character, ripe with strawberries and crisp with acidity. The wine needs more time, so drink from 2023.",Roger Voss,@vossroger,twoacre premier cru situate north beaune city give smooth rich wine bottle show acidity vintage also full round character ripe strawberry crisp acidity wine need time drink 2023
Louis Latour 2006  Beaune,Louis Latour,2006.0,,Chardonnay,France,Burgundy,Beaune,,43.0,86,"Without big oak or big fruit to make it ungainly, this is a real food-friendly Chardonnay. The delicate floral aromas and understated yet finely etched pear and almond flavors almost seem designed to show off that special weekend dish you just spent hours making.",,,without big oak big fruit make ungainly real foodfriendly chardonnay delicate floral aroma understate yet finely etch pear almond flavor almost seem design show special weekend dish spend hour make
Camille Giroud 2014 Aux Cras  (Beaune),Camille Giroud,2014.0,Aux Cras,Pinot Noir,France,Burgundy,Beaune,,57.0,89,"With crushed strawberry and caramel flavors, this is relatively light wine, though elegant and pierced with acidity. Milk chocolate and soft tannins complete an attractive ensemble.",Roger Voss,@vossroger,crush strawberry caramel flavor relatively light wine though elegant pierced acidity milk chocolate soft tannin complete attractive ensemble
Chanson Père et Fils 2012 Clos des Mouches Premier Cru  (Beaune),Chanson Père et Fils,2012.0,Clos des Mouches Premier Cru,Pinot Noir,France,Burgundy,Beaune,,97.0,91,"Light in color, this rejoices in its perfumed character as much as its fruit. There is a heady smoky aroma, while the palate shows a leaner character. The fruit flavors of red berries are given an extra dimension by the smoky wood and the meaty edge.",Roger Voss,@vossroger,light color rejoice perfume character much fruit heady smoky aroma palate show lean character fruit flavor red berry give extra dimension smoky wood meaty edge
Chanson Père et Fils 2012 Bressandes Premier Cru  (Beaune),Chanson Père et Fils,2012.0,Bressandes Premier Cru,Pinot Noir,France,Burgundy,Beaune,,87.0,90,"Soft, sensuous, this is a wine that appeals straight away to the senses. The red fruits float over a soft texture of sweet tannins, leaving a juicy, succulent texture. While it is not a powerful wine, it offers all the delicious characters of Pinot Noir.",Roger Voss,@vossroger,soft sensuous wine appeal straight away sense red fruit float soft texture sweet tannin leave juicy succulent texture powerful wine offer delicious character pinot noir
Maison Champy 2012 Les Champs Pimont Premier Cru  (Beaune),Maison Champy,2012.0,Les Champs Pimont Premier Cru,Pinot Noir,France,Burgundy,Beaune,,,84,"This wine has distinct acidity, probably too much. Red currant fruits dominate, giving the wine elegance, but also showing some unripe fruit flavors and a texture that is too light and unfocused.",Roger Voss,@vossroger,wine distinct acidity probably much red currant fruit dominate give wine elegance also show unripe fruit flavor texture light unfocuse
Jean-Luc and Paul Aegerter 2021 Les Reversées Premier Cru  (Beaune),Jean-Luc and Paul Aegerter,2021.0,Les Reversées Premier Cru,Chardonnay,France,Burgundy,Beaune,,34.0,90,"This ripe, wood-aged wine is generous and smooth. Spice and toastiness are balanced by the apricot and citrus fruits. One gives richness, the other crispness. It is a wine with a future. Drink from 2024.",Roger Voss,@vossroger,ripe woodage wine generous smooth spice toastiness balance apricot citrus fruit one give richness crispness wine future drink 2024
Domaine de Bellene 2018 Les Grèves Premier Cru  (Beaune),Domaine de Bellene,2018.0,Les Grèves Premier Cru,Pinot Noir,France,Burgundy,Beaune,,72.0,93,"From a half-acre parcel, this is a delicately structured wine. Delicious, forward red-cherry fruits are juicy and provide lift to the the firm tannins. The combination and balance of the fruit and the texture result in a wine that will age well. Drink from 2022.",Roger Voss,@vossroger,halfacre parcel delicately structure wine delicious forward redcherry fruit juicy provide lift firm tannin combination balance fruit texture result wine age well drink 2022
Chanson Père et Fils 2013 Les Grèves Premier Cru  (Beaune),Chanson Père et Fils,2013.0,Les Grèves Premier Cru,Pinot Noir,France,Burgundy,Beaune,,,91,"From Chanson's five-acre parcel of the Beaune Grèves vineyard, this is a ripe, softly tannic wine, more dominated by strawberry flavors, rich and deliciously sweet. Not for long-term aging, but worth 2–3 years' waiting.",Roger Voss,@vossroger,chansons fiveacre parcel beaune grève vineyard ripe softly tannic wine dominate strawberry flavor rich deliciously sweet longterm age worth 2–3 year wait
Joseph Drouhin 2013 Beaune Grèves Premier Cru  (Beaune),Joseph Drouhin,2013.0,Beaune Grèves Premier Cru,Pinot Noir,France,Burgundy,Beaune,,60.0,91,"A deliciously soft, smoky wine, the tannins a hint behind the rounded fresh berry and red-plum fruits. There is a great juicy character to go with the fresh acidity and the final, drier structure.",Roger Voss,@vossroger,deliciously soft smoky wine tannin hint behind rounded fresh berry redplum fruit great juicy character go fresh acidity final drier structure
Louis Jadot 2011 Les Chouacheux Premier Cru  (Beaune),Louis Jadot,2011.0,Les Chouacheux Premier Cru,Pinot Noir,France,Burgundy,Beaune,,53.0,89,"Very fresh, very raspberry, this wine opens gently with sweetness and roundness. The tannins do come into play, but ever so gently, a counterpoint to the sweet, fine fruits that dominate this attractive, relatively early drinking wine.",Roger Voss,@vossroger,fresh raspberry wine open gently sweetness roundness tannin come play ever gently counterpoint sweet fine fruit dominate attractive relatively early drink wine
Albert Bichot 2016 Clos de l'Ermitage  (Beaune),Albert Bichot,2016.0,Clos de l'Ermitage,Pinot Noir,France,Burgundy,Beaune,,,88,There is a touch of minerality in this wine as well as a dry edge and ripe red-fruit flavors that are already attractive. It should be aged at least three years.,Roger Voss,@vossroger,touch minerality wine well dry edge ripe redfruit flavor already attractive aged least three year
Domaine Pierre Labet 2019 Clos du Dessus des Marconnets  (Beaune),Domaine Pierre Labet,2019.0,Clos du Dessus des Marconnets,Chardonnay,France,Burgundy,Beaune,,52.0,91,"As its name suggests, this vineyard is above the Marconnets, one of Beaune's top vineyards. Beautifully perfumed, it is ripe with orange zest, apples and a streak of delicious citrus acidity. It has a light touch, fruity, with hints of wood and minerality.",Roger Voss,@vossroger,name suggest vineyard marconnet one beaune top vineyard beautifully perfume ripe orange zest apple streak delicious citrus acidity light touch fruity hint wood minerality
Domaine Chanson 2017 Clos des Mouches Premier Cru  (Beaune),Domaine Chanson,2017.0,Clos des Mouches Premier Cru,Chardonnay,France,Burgundy,Beaune,,84.0,93,"Ripe and rich, this full-bodied wine retains minerality as well as attractive acidity. Crisp lemon flavor is rounded out with peach and apple skin fruits. The wood, already integrated, gives richness and smoothness. Drink from 2020.",Roger Voss,@vossroger,ripe rich fullbodie wine retain minerality well attractive acidity crisp lemon flavor round peach apple skin fruit wood already integrate give richness smoothness drink 2020
Domaine Rossignol-Trapet 2017 Les Teurons Premier Cru  (Beaune),Domaine Rossignol-Trapet,2017.0,Les Teurons Premier Cru,Pinot Noir,France,Burgundy,Beaune,,50.0,93,"This is a soft wine on the surface, but under that generosity lies a firm core that gives the promise of aging. This powerful wine comes from stony soil which explains the tannic structure while the richness comes from ripe berry fruits. Drink from 2021.",Roger Voss,@vossroger,soft wine surface generosity lie firm core give promise age powerful wine come stony soil explain tannic structure richness come ripe berry fruit drink 2021
Domaine Chanson 2017 Grèves Premier Cru  (Beaune),Domaine Chanson,2017.0,Grèves Premier Cru,Pinot Noir,France,Burgundy,Beaune,,,93,"This is a blend from ten different parcels of the Grèves vineyard. It's beautifully smooth, hiding its structure behind generous red fruits as well as a fresh, crisp texture. It's complex, warm, very perfumed and elegant. Drink from 2021.",Roger Voss,@vossroger,blend ten different parcel grève vineyard beautifully smooth hiding structure behind generous red fruit well fresh crisp texture complex warm perfume elegant drink 2021
Bouchard Père & Fils 2017 Clos de la Mousse Premier Cru  (Beaune),Bouchard Père & Fils,2017.0,Clos de la Mousse Premier Cru,Pinot Noir,France,Burgundy,Beaune,,56.0,93,"Perfume partners with great acidity in this wine. The two work in harmony, resulting in a wine that has a soft texture, rich, jammy berry fruits and a backbone of tannins that will allow for aging. Drink from 2021.",Roger Voss,@vossroger,perfume partner great acidity wine two work harmony result wine soft texture rich jammy berry fruit backbone tannin allow aging drink 2021
Bouchard Aîné et Fils 2021 Clos du Roi Premier Cru  (Beaune),Bouchard Aîné et Fils,2021.0,Clos du Roi Premier Cru,Pinot Noir,France,Burgundy,Beaune,,47.0,93,"Red-berry fruits dominate this already delicious wine. Allied with the acidity and the toasty wood aging, it is balanced while, of course, still young. It has potential, rich with tannins and with fine fruits. The wine is structured, needing time. Drink from 2025.",Roger Voss,@vossroger,redberry fruit dominate already delicious wine ally acidity toasty wood age balanced course still young potential rich tannin fine fruit wine structure need time drink 2025
Domaine Faiveley 2016 Clos de L'Ecu Premier Cru  (Beaune),Domaine Faiveley,2016.0,Clos de L'Ecu Premier Cru,Pinot Noir,France,Burgundy,Beaune,,62.0,91,"This is a structured, fruity wine that has ripe strawberry and red plum flavors. Its tannins are condensed at the core, and the finish is marked by refreshing acidity. The vineyard is wholly owned by Faiveley.",Roger Voss,@vossroger,structure fruity wine ripe strawberry red plum flavor tannin condense core finish mark refreshing acidity vineyard wholly own faiveley
Nuiton-Beaunoy 2021  Beaune,Nuiton-Beaunoy,2021.0,,Pinot Noir,France,Burgundy,Beaune,,22.0,87,"This is a smooth wine with gentle tannins and red berry fruit. It has juicy acidity and a slight toastiness from oak. With spice and acidity, it will be an attractive wine to drink from 2022.",Roger Voss,@vossroger,smooth wine gentle tannin red berry fruit juicy acidity slight toastiness oak spice acidity attractive wine drink 2022
Seguin-Manuel 2020 Les Cent Vignes Premier Cru  (Beaune),Seguin-Manuel,2020.0,Les Cent Vignes Premier Cru,Pinot Noir,France,Burgundy,Beaune,,43.0,94,"A ripe, juicy and fruity wine, this is rich while shot through with fresh acidity. A dusty smoky structure awaits behind the fruit. It will become a well-balanced wine, packed with fruit and supple tannins. Drink from 2024.",Roger Voss,@vossroger,ripe juicy fruity wine rich shoot fresh acidity dusty smoky structure await behind fruit become wellbalance wine pack fruit supple tannin drink 2024
Bouchard Père & Fils 2020 Vigne de l'Enfant Jésus Grèves Premier Cru  (Beaune),Bouchard Père & Fils,2020.0,Vigne de l'Enfant Jésus Grèves Premier Cru,Pinot Noir,France,Burgundy,Beaune,,61.0,94,"This monopole vineyard came into the Bouchard family in 1791, 60 years after the maison was founded. This wine is smoky and full of fruit and sweet tannins. With its balanced tannins and rich fruits, it is developing well. The dense structure behind the fruit promises good aging. Drink from 2024.",Roger Voss,@vossroger,monopole vineyard come bouchard family 1791 60 year maison found wine smoky full fruit sweet tannin balance tannin rich fruit develop well dense structure behind fruit promise good age drink 2024
Domaine Chantal Lescure 2017 Les Chouacheux Premier Cru  (Beaune),Domaine Chantal Lescure,2017.0,Les Chouacheux Premier Cru,Pinot Noir,France,Burgundy,Beaune,,,91,"This textured wine shows wood flavors from its 30% new wood. To balance it has great ripe fruits and a tight texture of acidity. The wine is still nervy, closed up with minerality. It needs time, so drink from 2020.",Roger Voss,@vossroger,textured wine show wood flavor 30 new wood balance great ripe fruit tight texture acidity wine still nervy close minerality need time drink 2020
Joseph Drouhin 2016 Beaune Grèves Premier Cru  (Beaune),Joseph Drouhin,2016.0,Beaune Grèves Premier Cru,Pinot Noir,France,Burgundy,Beaune,,67.0,92,"With its firmness and juicy red-fruit flavor, this wine is delicious to drink now, but it will also age for at least six years. This bottling demonstrates the structure and generosity of one of Beaune's most famous premier crus.",Roger Voss,@vossroger,firmness juicy redfruit flavor wine delicious drink also age least six year bottle demonstrate structure generosity one beaune famous premier crus
Bouchard Père & Fils 2017 Vigne de l'Enfant Jésus Grèves Premier Cru  (Beaune),Bouchard Père & Fils,2017.0,Vigne de l'Enfant Jésus Grèves Premier Cru,Pinot Noir,France,Burgundy,Beaune,,80.0,94,"This iconic wine is rich and perfumed. It's powerful and concentrated, with layers of wood contrasted by explosive, ripe fruits. Ripe red-fruit flavors are brightened by ample acidity, resulting in a sumptuous wine that also has enough tannins to age. Drink from 2022.",Roger Voss,@vossroger,iconic wine rich perfumed powerful concentrate layer wood contrast explosive ripe fruit ripe redfruit flavor brighten ample acidity result sumptuous wine also enough tannin age drink 2022
Domaine Jacques Prieur 2015 Beaune Grèves  (Beaune),Domaine Jacques Prieur,2015.0,Beaune Grèves,Pinot Noir,France,Burgundy,Beaune,,,93,"There is rich fruit behind the severe opening tannins, giving a sumptuous although firmly structured wine. The raspberry and crushed strawberry flavors are developing well, ready to balance with the tannins after another year.",Roger Voss,@vossroger,rich fruit behind severe opening tannin give sumptuous although firmly structured wine raspberry crush strawberry flavor develop well ready balance tannin another year
Louis Jadot 2015 Beaune Bressandes Premier Cru  (Beaune),Louis Jadot,2015.0,Beaune Bressandes Premier Cru,Pinot Noir,France,Burgundy,Beaune,,52.0,93,"Pure strawberry and red cherry fruits with a twist of acidity make this a wine that is already delicious. Just under the surface is a firm wood-and-tannin character and a dense, if juicy, structure. Age for 4–5 years.",Roger Voss,@vossroger,pure strawberry red cherry fruit twist acidity make wine already delicious surface firm woodandtannin character dense juicy structure age 4–5 year
